have,"Enddatum des Ereignisses Helper (event_mm_bo), Millimeter event_mm_bo Helper-Spalte zum Verständnis anderer Spalten in diesem Datensatz (event_mm_bo: Niederschlagsmenge, gemessen mit der Niederschlagsmessflasche; kopiert aus der Übersicht der Niederschlagsereignisse) Helper-Spalte zum Verständnis anderer Spalten in diesem Datensatz Helper Helper-Spalte zum Verständnis anderer Spalten in diesem Datensatz Niederschlagsmenge, gemessen mit der Niederschlagsmessflasche; kopiert aus der Übersicht der Niederschlagsereignisse Helper (event_mm_va), Millimeter event_mm_va Helper-Spalte zum Verständnis anderer Spalten in diesem Datensatz (event_mm_va: Niederschlagsmenge, gemessen mit dem Vaisala-Sensor; kopiert aus der Übersicht der Niederschlagsereignisse) Helper-Spalte zum Verständnis anderer Spalten in diesem Datensatz Helper Helper-Spalte zum Verständnis anderer Spalten in diesem Datensatz Niederschlagsmenge, gemessen mit dem Vaisala-Sensor; kopiert aus der Übersicht der Niederschlagsereignisse Helper (event_mm_tb), Millimeter event_mm_tb Helper-Spalte zum Verständnis anderer Spalten in diesem Datensatz (event_mm_tb: @QUALITY$ gemessen mit dem Kippbehälter-Niederschlagsmesser; kopiert aus der Übersicht der @PHENOMENA$) Helper-Spalte zum Verständnis anderer Spalten in diesem Datensatz Helper Helper-Spalte zum Verständnis anderer Spalten in diesem Datensatz Niederschlagsmenge, gemessen mit dem Kippbehälter-Niederschlagsmesser; kopiert aus der Übersicht der Niederschlagsereignisse Splashcup-Position (position_scb), position_scb Kategorien mit ""P P und einer Zahl"" zeigen Splashcups, die im Hauptversuchsaufbau installiert sind."
NA,"Wir verglichen @ORGANISM$-Gemeinschaften mithilfe quantifizierter Blütenbesuchsnetzwerke an 36 Standorten (jeweils 1 km²) in drei Landschaften: urban, @ENVIRONMENT$ und Naturschutzgebieten."
NA,"Möglichkeiten zur Quantifizierung von @PHENOMENA$: @QUALITY$ Freifläche (Messflasche) mm, gemessen mit einer Niederschlagsmessflasche; Niederschlagsmenge Freifläche (Vaisala) mm, gemessen mit dem Vaisala-Sensor -- - durchschnittliche Niederschlagsintensität Freifläche (Vaisala) mm/h, gemessen mit dem Vaisala-Sensor -- - Spitzen-Niederschlagsintensität Freifläche (Vaisala) mm/h, gemessen mit dem Vaisala-Sensor -- - Durchschnitt der fünf höchsten fünfminütigen Intensitäten Freifläche (Vaisala), gemessen mit dem Vaisala-Sensor -- - Niederschlagsmenge (Kippbehälter) mm, gemessen mit dem Kippbehälter-Niederschlagsmesser -- - durchschnittliche Niederschlagsintensität (Kippbehälter) mm/h, gemessen mit dem Kippbehälter-Niederschlagsmesser -- - Spitzen-Niederschlagsintensität (Kippbehälter) mm/h, gemessen mit dem Kippbehälter-Niederschlagsmesser Durchschnitt der fünf höchsten fünfminütigen Intensitäten Freifläche (Vaisala) -- Durchschnitt der fünf höchsten fünfminütigen Intensitäten (Vaisala) -- gemessen mit dem Vaisala-Sensor Niederschlag (am_t), Millimeter am_t Niederschlag, gemessen an der Klimastation oder lokal innerhalb der Standorte."
NA,"Indikatoren: Zugang zu Elektrizität, Angepasste Ersparnisse, Landwirtschaftliche Flächen, Landwirtschaftliche Methanemissionen, Landwirtschaftliche Distickstoffmonoxid-Emissionen, Ackerland, Vogelarten, CO2-Emissionen, CO2-Emissionen aus gasförmigem Brennstoffverbrauch, CO2-Emissionen aus flüssigem Brennstoffverbrauch, CO2-Emissionen aus festem Brennstoffverbrauch, Fangfischereiproduktion, Kohlerenten, Energiebezogene Methanemissionen, Fischarten, Waldfläche, Wald-Renten, Landfläche, Landfläche, wo die Höhe unter 5 Metern liegt, Säugetierarten, Meeresnaturschutzgebiete, Methanemissionen, Methanemissionen im Energiesektor, Mineralrenten, Erdgasrenten, Distickstoffmonoxid-Emissionen, Distickstoffmonoxid-Emissionen im Energiesektor, Ölrenten, PM2.5-Luftverschmutzung, Menschen, die offene Defäkation praktizieren, Menschen, die mindestens grundlegende Trinkwasserdienste nutzen, Menschen, die mindestens grundlegende Sanitärdienste nutzen, Menschen, die sicher verwaltete Trinkwasserdienste nutzen, Menschen, die sicher verwaltete Sanitärdienste nutzen, Pflanzenarten, Bevölkerung, die in Gebieten lebt, wo die Höhe unter 5 Metern liegt, Erneuerbare Elektrizitätsproduktion, @PHENOMENA$, Erneuerbare interne Süßwasserressourcen, Erneuerbare interne Süßwasserressourcen pro Kopf, Ländliche Landfläche, @ENVIRONMENT$, wo die Höhe unter 5 Metern liegt, Ländliche Bevölkerung, die in Gebieten lebt, wo die Höhe unter 5 Metern liegt, Fläche, Terrestrische und marine Schutzgebiete, Terrestrische Schutzgebiete, Gesamte Fischereiproduktion, Gesamte natürliche Ressourcenrenten, Urbane Landfläche, Urbane Landfläche, wo die Höhe unter 5 Metern liegt, Urbane Bevölkerung, die in Gebieten lebt, wo die Höhe unter 5 Metern liegt Methodologie - Register"
NA,"Angesichts der Einschränkungen bei der Verwendung von @QUALITY$, um die ökologische Leistung von @ORGANISM$ vorherzusagen, zeigen aktuelle Fortschritte, die Toleranzen bei niedriger Ressourcenverfügbarkeit als pflanzliche Funktionseigenschaften nutzen, die oft verborgenen Rollen, die diese Faktoren bei der Strukturierung von Gemeinschaften spielen, und werden zentral für die ökologische Klassifizierung von Pflanzen."
NA,-- - Die Kronenlänge wird als die gesamte Baumhöhe minus die Höhe des Gabelungspunktes berechnet. Das Kronenverhältnis wurde als Kronenlänge geteilt durch die Gesamthöhe des @ORGANISM$ (rd: @QUALITY$) dimensionslos berechnet. Die Kronenarchitektur Kronenradien in den acht subkardinalen Richtungen wurden mittels eines Kronenspiegels bestimmt.
have,"Das Gutianshan NNR hat eine @QUALITY$ von etwa 81 km2 und wurde 1975 zunächst als National @ENVIRONMENT$ eingerichtet und 2001 zu einem Nationalen Naturreservat. Es gibt keine Organismen, nur bewachsene und kahle Flächen. Die Spritzbecher bestehen aus einer PE-Flasche, an die ein Trägersystem angebracht wurde."
NA,"CSPs: Bodenlipidbiomasse; Pilze und @ORGANISM$, 12 CSPs, Übersicht /datasets/206 ASCII 1 Spalte, Sukzessionsalter eines @ENVIRONMENT$-Plots (Alter), Alter. Der Sukzessionsstadium beschreibt die Zeitspanne, die ein gegebener Wald ohne weitere Störungen wachsen konnte."
influence,"Biodiversität wird als eine Möglichkeit angesehen, schädliche Auswirkungen des Klimawandels auf die Funktionsweise von @ENVIRONMENT$ zu mildern, wie z.B. @PHENOMENA$ in der Waldproduktivität."
NA,"Eine Überprüfung der Malaria-Übertragungsdynamik in @ENVIRONMENT$. Malaria bleibt ein großes Gesundheitsproblem in mehr als 100 endemischen @LOCATION$, die hauptsächlich in tropischen und subtropischen Regionen der Welt liegen."
NA,"Unsere Ergebnisse zeigen, dass @MATTER$-Pools und Biodiversität unterschiedliche Erholungsraten unter passiver, sekundärer Sukzession aufweisen und dass die Kolonisierung durch ungestörte @ENVIRONMENT$-Pflanzenarten langsam ist."
NA,"In dieser Studie verfolgen wir die @PHENOMENA$ von Pflanzenpolymeren in den Pilzgärten von Blattschneider-@ORGANISM$ und charakterisieren die mikrobielle Gemeinschaft, die diesen Prozess potenziell vermittelt."
NA,"Der historische Wasserverbrauch des @QUALITY$-Sektors steht im Zusammenhang mit Mustern der Gefährdung von @ORGANISM$, wobei Wasserressourcengebiete mit einem größeren Anteil an verfügbarem Oberflächenwasser, das von der Wasserkraft entnommen oder vom Energiesektor verbraucht wird, mit höheren Wahrscheinlichkeiten der Gefährdung korreliert sind."
NA,"Es wurde in stehenden @ORGANISM$, oder Baumstümpfen, zusätzlich zum basalen @QUALITY$ gemessen; Durchmesser in Brusthöhe; ; Datengruppenbeschreibung: Durchmesser in Brusthöhe; Instrumentierung: Durchmessermessband, Messschieber (abgeleitet von der Datengruppe); Instrumentierung: Durchmessermessband, Messschieber (abgeleitet von der Datengruppe) dimensionsloser realer Durchmesser in Brusthöhe Durchmesser eines Baumes, gemessen in 1,3 m Höhe Durchmesser in Brusthöhe."
NA,"Unter Verwendung von Flussfischen als Modell entwickelten wir @ENVIRONMENT$-Indikatoren, die darauf abzielen, verschiedene Komponenten der Biodiversität zu integrieren, einschließlich der Wechselwirkungen zwischen @ORGANISM$ und letztlich der Prozesse, die die Funktionen des Ökosystems beeinflussen."
NA,"Die Bedeutung städtischer Gebiete für blütenbesuchende Insekten Insekten @ORGANISM$ bieten einen entscheidenden @ENVIRONMENT$-Dienst, sind jedoch bedroht."
NA,"Während städtische Bestäuberassemblagen räumlich homogener waren als die in landwirtschaftlichen Flächen oder @ENVIRONMENT$, gab es keinen signifikanten Unterschied in der Anzahl seltenerer @ORGANISM$ zwischen den drei Landschaften."
have,"Die aktuelle Studie untersuchte Veränderungen in @QUALITY$ und Diversität, die mit der Umwandlung natürlicher Lebensräume in @ENVIRONMENT$ verbunden sind."
NA,Rückhaltungen unterstützten eine höhere Artenvielfalt und eine größere Häufigkeit von Wald-@ORGANISM$ als Kahlschläge sowie eine höhere Artenvielfalt und @QUALITY$ von Arten offener Lebensräume als unbewirtschaftete Wälder.
NA,"In einer wegweisenden Studie schlug Andrén die Existenz eines @QUALITY$ in der Gesamtmenge an Rest-@ENVIRONMENT$ vor, unterhalb dessen die landschaftsweite Konnektivität erodiert und die lokale Artenvielfalt und Häufigkeit von der Patchgröße abhängig werden."
NA,"Zusätzlich können Reduktionen der @ENVIRONMENT$ Biomasse die @QUALITY$ interspezifischer Interaktionen verringern, sodass die verstärkten Effekte der Biodiversität auf die Ökosystemprozesse gut bevor Arten aussterben, verschwinden können."
NA,"Beachten Sie, dass der Azimut je nach Datum und Standort korrigiert werden muss, da er vom Magnetfeld der Erde abhängt. CSP @MATTER$ Tag-Nummer (Bäume, holziges Material); Datengruppe Beschreibung: CSP Metalltag-Nummer (Bäume, @QUALITY$ Material); Datengruppe Beschreibung: CSP Baumindividuen wurden hauptsächlich mit Metalltags, aber auch mit zusätzlichen Tags markiert."
NA,"(Ton: @MATTER$: < 2ÃŽÂ¼m) dimensionslose reale Korngrößenverteilung Wikipedia zur @ENVIRONMENT$ Klassifikation: Ingenieure, typischerweise geotechnische Ingenieure, klassifizieren Böden nach ihren ingenieurtechnischen Eigenschaften in Bezug auf die Nutzung als Fundamentunterstützung oder Baumaterial."
influence,"Befehle: as.taxo(), divc() (estimator.ri06: Geschätzte Anzahl der Raupen-OTUs (Hill-Zahl 0)) dimensionslose reale @QUALITY$ Taxon-Diversität kann als @QUALITY$ oder andere Diversitätsindizes angegeben werden."
NA,"-- - 6-stellige Metalltags, die mit 3 beginnen, wurden auch für holzige Abfallgegenstände verwendet. Durchmesser in Brusthöhe (DBH), Zentimeter DBH Durchmesser eines @ORGANISM$, gemessen in 1,3 m Höhe (DBH: Durchmesser in Brusthöhe @QUALITY$."
NA,"-- - 6-stellige Metalltags, die mit 3 beginnen, wurden auch für holzige Abfallgegenstände verwendet -- die Referenzdatei, die Metalltags mit Baumindividuen-Tags verknüpft, heißt ""Referenzliste Baumstämme für die Vergleichsstudienstandorte (CSPs)"". Silber-ID, die von Anja angegeben wurde, kann einem holzigen Abfallgegenstand oder einem stehenden toten Baum oder Schnittholz zugewiesen werden. CSP Metalltag-Nummer (@ORGANISM$, @MATTER$); Datengruppe Beschreibung: CSP Metalltag-Nummer (Bäume, holziges Material); Datengruppe Beschreibung: CSP Baumindividuen wurden hauptsächlich mit Metalltags, aber auch mit zusätzlichen Tags markiert."
occur_in,"Häufigkeit Ameisen CSP Fütterung Schuld Gattung Standort Fallstrickfallen Art Taxon Finden Sie hier die Liste der Schlüsselwörter: CSP Falle Arten Species_Tax Gattung Unterfamilie Individuen Liste der Überschriften der Datenkolonnen in diesem Datensatz. Dieser Datensatz kann von jeder interessierten Person verwendet werden, solange die ursprüngliche Veröffentlichung ordnungsgemäß zitiert wird: Staab, M., Schuldt, A., Assmann, T., Bruelheide, H. & Klein, A.M. (2014): Struktur der Ameisengemeinschaft während @PHENOMENA$ in einem subtropischen Wald in @LOCATION$."
NA,"(CWD_CSP: korridierte ID des holzigen Abfallgegenstands, Kombination aus dem CSP @ENVIRONMENT$ Namen und der CWD_ID) Holzige Abfallgegenstände sind @ORGANISM$ oder Teile von Bäumen, wie gefallene Kronen, Äste usw."
NA,Bewertung der Biodiversität eines Süßwasser-@ENVIRONMENT$ durch nicht-destruktives Umwelt-Barcoding von DNA aus Konservierungsmittel-@MATTER$. Die Charakterisierung der Biodiversität in einem Lebensraum oder in gezielt taxonomisch oder sozioökonomisch wichtigen Gruppen bleibt eine Herausforderung.
NA,"Wir schlagen vor, dass die globale Meeresbodenerhebung keinen Einfluss auf die Biomasse in tiefen @ENVIRONMENT$ hat; pelagisch plus @QUALITY$ ist innerhalb eines bestimmten Oberflächenproduktivitätsregimes konstant."
NA,Die Mehrheit der Fallstudien wurde in @ORGANISM$ und @ENVIRONMENT$ gefunden und konzentrierte sich hauptsächlich auf Europa und Nordamerika.
NA,"Methoden zur Quantifizierung von Niederschlägen: Niederschlagsmenge Freifeld (Sammelbehälter) mm gemessen mit einem Niederschlags-Sammelbehälter; Niederschlagsmenge offenes @ENVIRONMENT$ (Vaisala) mm gemessen mit dem Vaisala-Sensor -- - durchschnittliche Niederschlagsintensität Freifeld (Vaisala) mm/h gemessen mit dem Vaisala-Sensor -- - Spitzen-Niederschlagsintensität Freifeld (Vaisala) mm/h gemessen mit dem Vaisala-Sensor -- - Durchschnitt der fünf höchsten fünfminütigen Intensitäten Freifeld (Vaisala) gemessen mit dem Vaisala-Sensor -- - Niederschlagsmenge (Tipping-Bucket) mm gemessen mit dem Tipping-Bucket-Regenmesser -- - durchschnittliche Niederschlagsintensität (Tipping-Bucket) mm/h gemessen mit dem Tipping-Bucket-Regenmesser -- - @QUALITY$ (Tipping-Bucket) mm/h gemessen mit dem Tipping-Bucket-Regenmesser durchschnittliche Niederschlagsintensität Freifeld (Vaisala) mm/h -- durchschnittliche Niederschlagsintensität (Vaisala) -- gemessen mit dem Vaisala-Sensor Niederschlag (peak_v), Millimeter pro Stunde peak_v Niederschlag, gemessen an der Klimastation oder lokal innerhalb der Standorte."
NA,Beziehung zwischen reproduktiver Zuteilung und relativer Häufigkeit unter 32 Arten eines @ENVIRONMENT$: Auswirkungen von Düngung und Weidegang Hintergrund Das Verständnis der Beziehung zwischen Arten-@QUALITY$ und Artenhäufigkeit ist ein wichtiges Ziel in der Ökologie und Biodiversitätsforschung.
NA,"Beachten Sie, dass der Azimut gegebenenfalls aufgrund der @QUALITY$ und des Standorts korrigiert werden muss, da er vom Magnetfeld der Erde abhängt. CSP @MATTER$ Tag-Nummer (Bäume, Holzabfälle); Datengruppe Beschreibung: CSP Metalltag-Nummer (Bäume, Holzabfälle); Datengruppe Beschreibung: CSP Baumindividuen wurden hauptsächlich mit Metalltags, aber auch mit zusätzlichen Tags markiert."
NA,"Indikatoren: Zugang zu sauberen Brennstoffen und Technologien zum Kochen, Zugang zu Elektrizität, Angepasste Nettospeicherungen, Angepasste Einsparungen, Landwirtschaftliche Flächen, Landwirtschaftliche Methanemissionen, Landwirtschaftliche Stickstoffoxidemissionen, Jährliche Süßwasserentnahmen, Aquakulturproduktion, Ackerland, Durchschnittlicher Niederschlag in Tiefe, Vogelarten, CO2-Emissionen, CO2-Emissionen aus Strom- und Wärmeproduktion, CO2-Emissionen aus dem Verbrauch gasförmiger Brennstoffe, CO2-Emissionen aus dem Verbrauch flüssiger Brennstoffe, CO2-Emissionen aus der verarbeitenden Industrie und dem Bauwesen, CO2-Emissionen aus anderen Sektoren, CO2-Emissionen aus Wohngebäuden sowie gewerblichen und öffentlichen Dienstleistungen, CO2-Emissionen aus dem Verbrauch fester Brennstoffe, CO2-Emissionen aus dem Verkehr, CO2-Intensität, Fangfischereiproduktion, Kohlerenten, Fortschrittsbewertung zur Risikominderung bei Katastrophen, Dürren, Stromproduktion aus Öl, Stromproduktion aus erneuerbaren Quellen, Energieintensitätsniveau der Primärenergie, Energiebezogene Methanemissionen, Fischarten, Waldfläche, Wald-Renten, GHG Nettomissionen/Entfernungen durch LUCF, HFC-Gasemissionen, Landfläche, Landfläche, wo die Höhe unter 5 Metern liegt, Säugetierarten, Meeresschutzgebiete, Methanemissionen, Methanemissionen im Energiesektor, Mineralrenten, Sterberate, die auf Haushalts- und Umweltverschmutzung zurückzuführen ist, Sterberate, die auf unbeabsichtigte Vergiftungen zurückzuführen ist, Sterberate, die auf unsicheres Wasser zurückzuführen ist, Erdgas-Renten, Stickstoffoxidemissionen, Stickstoffoxidemissionen im Energiesektor, Öl-Renten, Andere Treibhausgasemissionen, PFC-Gasemissionen, PM2.5-Luftverschmutzung, Menschen, die offene Defäkation praktizieren, Menschen, die mindestens grundlegende Trinkwasserdienste nutzen, Menschen, die mindestens grundlegende Sanitärdienste nutzen, Menschen, die sicher verwaltete Trinkwasserdienste nutzen, Menschen, die sicher verwaltete Sanitärdienste nutzen, Menschen mit grundlegenden Handwascheinrichtungen einschließlich Seife und Wasser, Pflanzenarten, Bevölkerung, die in Gebieten lebt, wo die Höhe unter 5 Metern liegt, Bevölkerung, die in Slums lebt, Erneuerbare Stromerzeugung, Erneuerbarer Energieverbrauch, Erneuerbare interne Süßwasserressourcen, Erneuerbare interne Süßwasserressourcen pro Kopf, Ländliche Landfläche, Ländliche Landfläche, wo die Höhe unter 5 Metern liegt, Ländliche Bevölkerung, die in Gebieten lebt, wo die Höhe unter 5 Metern liegt, SF6-Gasemissionen, Fläche, Terrestrische und marine Schutzgebiete, Terrestrische Schutzgebiete, Gesamtfischereiproduktion, Gesamt-@ENVIRONMENT$ @MATTER$-Emissionen, Gesamte natürliche Ressourcenrenten, Urbane Landfläche, Urbane Landfläche, wo die Höhe unter 5 Metern liegt, Urbane Bevölkerung, die in Gebieten lebt, wo die Höhe unter 5 Metern liegt, Wasserproduktivität Methodologie - Registerquelle: Zuletzt aktualisiert am: ######## Lizenz - Creative Commons Attribution International CC-BY environment_indicators_for_india_1 country_name Ländername string # string country_name country_iso3 Länder ISO3 string # string country_iso3 year Jahr gyear # gYear year indicator_name Indikatorname string # string indicator_name indicator_code Indikatorcode string # string indicator_code value Wert nummer # Dezimalwert data/environment_indicators_for_india_1.csv csv original/environment-indicators-for-india-1.csv original/environment-indicators-for-india-1.csv csv text/csv 375066 environment hxl indicators indien"
NA,"Funktionale Diversität von Baumarten Phylogenetische Biodiversität (phylo_div_rao), phylo_div_rao Phylogenetische Biodiversität (phylo_div_rao: Phylogenetische Diversität von Baumarten) dimensionslos real Phylogenetische Biodiversität Phylogenetische Biodiversität Phylogenetische Diversität von Baumarten Gemeinschaftszusammensetzung (cwm_la), cwm_la Zusammensetzung der Gemeinschaft (cwm_la: Gemeindewichteter Mittelwert der Blattfläche) dimensionslos real Gemeinschaftszusammensetzung Zusammensetzung der Gemeinschaft Gemeindewichteter Mittelwert der Blattfläche Gemeinschaftszusammensetzung (cwm_sla), cwm_sla Zusammensetzung der Gemeinschaft (cwm_sla: Gemeindewichteter Mittelwert der spezifischen Blattfläche) dimensionslos real Gemeinschaftszusammensetzung Zusammensetzung der Gemeinschaft Gemeindewichteter Mittelwert der spezifischen Blattfläche Gemeinschaftszusammensetzung (cwm_ldmc), cwm_ldmc Zusammensetzung der Gemeinschaft (cwm_ldmc: Gemeindewichteter Mittelwert des Blatt-Trockenmassegehalts) dimensionslos real Gemeinschaftszusammensetzung Zusammensetzung der Gemeinschaft Gemeindewichteter Mittelwert des Blatt-Trockenmassegehalts Gemeinschaftszusammensetzung (cwm_n), cwm_n Zusammensetzung der Gemeinschaft (cwm_n: Gemeindewichteter Mittelwert des Blattstickstoffs) dimensionslos real Gemeinschaftszusammensetzung Zusammensetzung der Gemeinschaft Gemeindewichteter Mittelwert des Blattstickstoffs Gemeinschaftszusammensetzung (cwm_c), cwm_c Zusammensetzung der Gemeinschaft (cwm_c: Gemeindewichteter Mittelwert des Blattkohlenstoffs) dimensionslos real Gemeinschaftszusammensetzung Zusammensetzung der Gemeinschaft Gemeindewichteter Mittelwert des Blattkohlenstoffs Gemeinschaftszusammensetzung (cwm_cn), cwm_cn Zusammensetzung der Gemeinschaft (cwm_cn: Gemeindewichteter Mittelwert des Blatt-C:N-Verhältnisses) dimensionslos real Gemeinschaftszusammensetzung Zusammensetzung der Gemeinschaft Gemeindewichteter Mittelwert des Blatt-C:N-Verhältnisses Gemeinschaftszusammensetzung (cwm_leaftough), cwm_leaftough Zusammensetzung der Gemeinschaft (cwm_leaftough: Gemeindewichteter Mittelwert der Blattsteifigkeit) dimensionslos real Gemeinschaftszusammensetzung Zusammensetzung der Gemeinschaft Gemeindewichteter Mittelwert der Blattsteifigkeit Gemeinschaftszusammensetzung (cwm_treevol), cwm_treevol Zusammensetzung der Gemeinschaft (cwm_treevol: Gemeindewichteter Mittelwert des Baumholzvolumens) dimensionslos real Gemeinschaftszusammensetzung Zusammensetzung der Gemeinschaft Gemeindewichteter Mittelwert des Baumholzvolumens Gemeinschaftszusammensetzung (cwm_k), cwm_k Zusammensetzung der Gemeinschaft (cwm_k: Gemeindewichteter Mittelwert des Blattkaliums) dimensionslos real Gemeinschaftszusammensetzung Zusammensetzung der Gemeinschaft Gemeindewichteter Mittelwert des Blattkaliums Gemeinschaftszusammensetzung (cwm_mg), cwm_mg Zusammensetzung der Gemeinschaft (cwm_mg: Gemeindewichteter Mittelwert des Blattmagnesiums) dimensionslos real Gemeinschaftszusammensetzung Zusammensetzung der Gemeinschaft Gemeindewichteter Mittelwert des Blattmagnesiums Gemeinschaftszusammensetzung (cwm_ca), cwm_ca Zusammensetzung der Gemeinschaft (cwm_ca: Gemeindewichteter Mittelwert des Blattcalciums) dimensionslos real Gemeinschaftszusammensetzung Zusammensetzung der @ORGANISM$ Gemeindewichteter Mittelwert von @MATTER$ Gemeinschaftszusammensetzung (cwm_na), cwm_na Zusammensetzung der Gemeinschaft (cwm_na: Gemeindewichteter Mittelwert des Blattnatriums) dimensionslos real Gemeinschaftszusammensetzung Zusammensetzung der Gemeinschaft Gemeindewichteter Mittelwert des Blattnatriums Gemeinschaftszusammensetzung (cwm_p), cwm_p Zusammensetzung der Gemeinschaft (cwm_p: Gemeindewichteter Mittelwert des Blattphosphors) dimensionslos real Gemeinschaftszusammensetzung Zusammensetzung der Gemeinschaft Gemeindewichteter Mittelwert des Blattphosphors ja 55"
influence,"Hier haben wir untersucht, ob und wie die durch nicht-trophische Interaktionen zwischen @ORGANISM$ vermittelten Effekte der Biodiversität je nach Gemeinschaftsbiomasse und @PHENOMENA$ variieren."
NA,"Möglichkeiten zur Quantifizierung von @PHENOMENA$: Niederschlagsmenge Freifeld (Sammelbehälter) mm gemessen mit einem Niederschlags-Sammelbehälter; @QUALITY$ Freifeld (Vaisala) mm gemessen mit dem Vaisala-Sensor -- - durchschnittliche Niederschlagsintensität Freifeld (Vaisala) mm/h gemessen mit dem Vaisala-Sensor -- - Spitzen-Niederschlagsintensität Freifeld (Vaisala) mm/h gemessen mit dem Vaisala-Sensor -- - Durchschnitt der fünf höchsten fünfminütigen Intensitäten Freifeld (Vaisala) gemessen mit dem Vaisala-Sensor -- - Niederschlagsmenge (Tipping-Bucket) mm gemessen mit dem Tipping-Bucket-Regenmesser -- - durchschnittliche Niederschlagsintensität (Tipping-Bucket) mm/h gemessen mit dem Tipping-Bucket-Regenmesser -- - Spitzen-Niederschlagsintensität (Tipping-Bucket) mm/h gemessen mit dem Tipping-Bucket-Regenmesser (am_t: Niederschlagsmenge (Tipping-Bucket) mm -- Niederschlagsmenge (Tipping-Bucket) -- gemessen mit dem Tipping-Bucket-Regenmesser) Millimeter echte Niederschläge Niederschläge, die an der Klimastation oder lokal innerhalb der Standorte gemessen wurden."
have,"Diese Übersicht diskutiert die jüngsten Fortschritte im Verständnis (i) was die Variationen in der Dichte oder relativen @QUALITY$ des intestinalen @ENVIRONMENT$ verursacht, (ii) was die klinischen Konsequenzen dieser Variationen sind, und (iii) was die Perspektiven sind, um diese Marker auf niedrigen Niveaus zu halten."
NA,"@QUALITY$ (R2 #ERROR! 0.93), @ENVIRONMENT$ Höhe und Deckung (0.89), Artenvielfalt (0.87) und Bestandsalter (0.85) waren die am besten beschriebenen Attribute durch Zwei-Variablen-Modelle."
NA,"Artname; Datengruppe Beschreibung: Wissenschaftlicher Pflanzenartenname; Quelle: @ORGANISM$ von China; Datengruppe Beschreibung: @QUALITY$ Datumszeitinformation (Year_Collected), Year_Collected Datumszeitinformation, angegeben als Jahr oder als Datum oder als Datumszeit."
